CODART;BARRAS;NOMBRE;EXIS;PRECIO
150297;7791911279540;PAPEL CONTAC X2M.V.BLOQUES MURESCO;6;1601,321
150298;7791911279557;PAPEL CONTAC X2M.V.CIRCULOS MURESCO;47;1601,321
150299;7791911296158;PAPEL CONTAC X2M.MAD.CAL.FL. MURESC;-46;2111,632
150300;7791911296165;PAPEL CONTAC X2M.MAD.CAL.OV. MURESC;-3;2111,632
150301;7791911296172;PAPEL CONTAC X2M.MAD.CAL.CU. MURESC;1;2111,632
150302;7791911296189;PAPEL CONTAC X2M.MAD.CAL.TR. MURESC;4;2111,632
150303;7791911280386;PAPEL CONTAC X2M.MULTICOLOR MURESC;-1;1906,335
150304;7791911280393;PAPEL CONTAC X2M.CUAD.AZUL MURESC;4;1906,335
150305;7791911280409;PAPEL CONTAC X2M.VINTAGE MURESCO;3;1906,335
150306;7791911280416;PAPEL CONTAC X2M.FLOR MULTIC.MURESC;-1;1906,335
150307;6922402298097;PAPEL CONTAC X10M.REXON TRANSLUCIDO;1;4334,030
150308;6922402298165;PAPEL CONTAC X10M.REXON GLITTER;100;5691,150
150309;6922402298080;PAPEL CONTAC X10M.REXON MADERA;0;4334,030
150310;6922402298141;PAPEL CONTAC X10M.REXON ESTAMPADO;15;5297,148
150311;7791911147979;PAPEL CONTAC X2M.TRANSL.ESCOSES;-4;1317,843
150312;7791911270653;PAPEL CONTAC X2M.TRANSL.HOJAS MURES;41;1478,400
150313;7791911280379;PAPEL CONTAC X2M.SHABY CHIC MURESCO;0;1991,409
150314;7791911280423;PAPEL CONTAC X2M.MULTI MICKEY MURES;37;2635,688
150315;7791911157978;PAPEL CONTAC X2M.TRANSL.VITR.MURESC;1;1317,843
150316;;PAPEL ADH.MURESCO A LUNARES;64;1314,222
150317;7798153984287;FOLIO OF.X10 LIGGO PP BORDE COLOR;182;1962,843
150318;;FOLIO ESC.X10 LIGGO PP BORDE COLOR;177;981,422
150319;7798304041104;PAPEL CONTAC X2M.ORION OSO CARETILL;26;2150,000
150320;7798304040473;PAPEL CONTAC X2M.ORION CORCHO;38;2150,000
150321;7798153290517;PAPEL CONTAC X2M.ORION CUERO;58;2150,000
150322;7798153294515;PAPEL CONTAC X2M.ORION TEJIDO;42;2150,000
150323;7791911711613;PAPEL CONTAC X2M.DISNEY CLASIC MURE;23;2635,688
150324;7791911279632;PAPEL CONTAC X2M.MAD.NOGAL MURESCO;-28;2075,542
150325;7791911279687;PAPEL CONTAC X2M.MAD.MURESCO;10;2111,632
150326;7791911727003;PAPEL CONTAC X2M.TRANSL.ARENA MURES;0;1478,400
150327;7791911727089;PAPEL CONTAC X2M.TRANSL.TRIAN.MURES;24;1478,400
150328;7791911280287;PAPEL CONTAC X2M.CIR.COLOR MURESCO;-6;1757,124
150329;7791911280317;PAPEL CONTAC X2M.MULTICOLOR MURESCO;65;1331,155
150330;7791911280324;PAPEL CONTAC X2M.BABY TOYS MURESCO;39;2613,906
150331;7791911280430;PAPEL CONTAC X2M.MURESCO MULTI MICK;57;2613,906
150332;7791911280454;PAPEL CONTAC X2M.MAD.VINTAG.MURESC;-7;2111,632
150333;7791911280478;PAPEL CONTAC X2M.AEROSTAT.MURESC;12;1906,335
150334;7791911280485;PAPEL CONTAC X2M.BIRDS MURESCO;1;1906,335
150335;7791911280492;PAPEL CONTAC X2M.JAZMIN MURESCO;49;1906,335
150336;7791911280515;PAPEL CONTAC X2M.EMOTICON MURESCO;4;1982,588
150337;7791911280522;PAPEL CONTAC X2M.AROS MET.MURESCO;-3;1906,335
150338;7791911280546;PAPEL CONTAC X2M.ETNICO MURESCO;-2;1906,335
150339;;PAPEL ADH.A4 R&R TRANSPARENTE;171;165,048
150340;7798117429144;PAPEL CONTAC X2M.ESTAMP.NEW TAK;5;180,000
150341;7798153984270;FOLIO A4 X10 LIGGO PP BORDE COLOR;9;1744,750
150342;7791911280461;PAPEL CONTAC X2M.BRITTO MURESCO;66;2613,906
150343;7791911280539;PAPEL CONTAC X2M.RAY.TOMMY MURESCO;10;1906,335
150344;6991708040099;LAMINA ADH.P/PIZARRA BCA.60X90;3;3857,985
150345;7791911279816;PAPEL CONTAC X2M.MURES.OCTOG.VDE.;50;1569,312
150346;7791911279595;PAPEL CONTAC X2M.VITR.MOS.MURESCO;25;1569,312
150347;7791911277409;PAPEL CONTAC X2M.TRANSL.ESCOSES MUR;70;1478,400
150348;7791911277607;PAPEL CONTAC X2M.TRANSL.FANT.MURESC;69;1478,400
150349;7798304040961;PAPEL CONTAC X2M.ORION VINTAGE;48;2150,000
150350;7798304040923;PAPEL CONTAC X2M.ORION NUMEROS;47;2150,000
150351;7791911279526;PAPEL CONTAC X2M.VITR.CARP.CEL.MURE;17;1569,312
150352;7791911279533;PAPEL CONTAC X2M.VITR.ABANICO MURES;32;1569,312
150353;7791911279625;PAPEL CONTAC X2M.MAD.CLARA MURESCO;17;2075,542
150354;7791911279649;PAPEL CONTAC X2M.MAD.ROBLE MURESCO;13;2075,542
150355;7791911279663;PAPEL CONTAC X2M.MAD.CAOBA MURESCO;2;2111,632
150356;7791911277706;PAPEL CONTAC X2M.TRANSL.FLOR CUAD.M;57;1478,400
150357;7790667020475;FOLIO A4 X100 PP PILOT;0;1925,804
150358;;PAPEL CONTAC X2M.GLITTER SELF;5;1941,073
150359;;PAPEL CONTAC X2M.DECORADO SELF;2;1418,475
150360;;PAPEL CONTAC X2M.VITREAUX SELF;9;1642,445
150361;;PIZARRA ADH.SELF BCA.P/FIBRA;1;1119,849
150362;;PIZARRA ADH.SELF NEGRA P/TIZA;4;1269,163
150363;;PIZARRA ADH.SELF VDE.P/TIZA;12;1269,163
150364;;FOLIO A3 LUMA APAISADO PP;215;149,195
150365;7798153290029;PAPEL CONTAC X10M.ORION TRANS.PREMI;14;9343,750
150366;;AIREN PACK 1X1M.;5;200,000
150367;5550054120421;PAPEL CONTAC X10M.GLITTER AMARILLO;7;7056,398
150368;5550054120476;PAPEL CONTAC X10M.GLITTER CELESTE;12;7056,398
150369;5550054120452;PAPEL CONTAC X10M.VERDE OSC.;9;7056,398
150370;5550054120483;PAPEL CONTAC X10M.GLITTER MARRON;8;7056,398
150371;555054120407;PAPEL CONTAC X10M.GLITTER PLATA;4;7056,398
150372;5550054120490;PAPEL CONTAC X10M.GLITTER VIOLETA;5;7056,398
150373;5550054120513;PAPEL CONTAC X10M.GLITTER AZUL;6;7056,398
150374;5550054120469;PAPEL CONTAC X10M.GLITTER NEGRO;4;7056,398
150375;5550054120506;PAPEL CONTAC X10M.GLITTER FUCSIA;6;7056,398
150376;5550054120414;PAPEL CONTAC X10M.GLITTER NARANJA;4;7056,398
150377;5550054120520;PAPEL CONTAC X10M.GLITTER ROSA;1;7056,398
150378;5550054120438;PAPEL CONTAC X10M.GLITTER ROJO;7;7056,398
150379;5550054120445;PAPEL CONTAC X10M.GLITTER VERDE CLA;10;7056,398
150380;;PLASTICO P/PLASTIF.CALOR IBICO;20;65,205
150381;;PAPEL CONTAC X2M.SELF LISO;53;1157,178
150382;;PAPEL CONTAC X3M.GLITTER SELF;101;2911,608
150383;;PAPEL CONTAC X3M.DECORADO SELF;-1;2165,042
150384;7791911180556;PAPEL CONTAC X10M.MUR.PIZARRA NEGRO;9;9598,328
150385;7791911279601;PAPEL CONTAC X2M.MAD.PINO MURESCO;-1;2111,632
150386;7791911271308;PAPEL CONTAC X2M.MAD.NEGRO MURESCO;20;2075,542
150387;7791911279670;PAPEL CONTAC X2M.MAD.HAYA MURESCO;2;2111,632
150388;;PLASTICO P/PLASTIF.CALOR 31X43 LAMA;578;686,212
150389;7798304040770;PAPEL CONTAC X2M.ORION MARRON;78;1850,000
150390;7798153290500;PAPEL CONTAC X2M.ORION ROBLE OSCURO;129;2050,000
150391;6932563566089;PAPEL CONTAC X5M.ASB TRASL/ESMER.;0;2372,168
150392;;ACETATO TRANSP.50X70 HEMAPEL;439;1456,000
150393;;ACETATO TRANSP.70X100 HEMAPEL;294;2912,000
150394;7798031012699;FOLIO OF.X10 AVERY STD.50MIC.;147;1177,194
150395;7791911280553;PIZARRA ADH.NEG.MURESCO X2M.PVC;44;1974,296
150396;7791911280577;PAPEL CONTAC X2M.MURESCO NATURA;33;2350,931
150397;7791911280584;PAPEL CONTAC X2M.MONTANA MURESCO;55;2350,931
150398;7791911296196;PAPEL CONTAC X2M.MARMOL CARRARA;37;1913,548
150399;7791911296202;PAPEL CONTAC X2M.MURES.MARMOL IMP.;44;1913,548
150400;7791911296219;PAPEL CONTAC X2M.MARMOL GRANITO;45;1913,548
150401;7798304047656;PAPEL CONTAC X2M.ORION HOJAS VERDES;1;2150,000
150402;7798304047878;PAPEL CONTAC X2M.ORION MAD.VINTAGE;10;2150,000
150403;7798304047861;PAPEL CONTAC X2M.ORION MANDALAS;7;2150,000
150404;7798304040435;PAPEL CONTAC X2M.ORION HOJAS OTOÐO;14;2150,000
150405;7798304040480;PAPEL CONTAC X2M.ORION ANIMAL PRINT;25;2150,000
150406;7791911279717;PAPEL CONTAC X2M.MURESCO BCO.;41;1478,400
150407;7791911480557;PIZARRA ADH.BCA.MURESCO X2M.PVC;12;1974,296
150408;;PAPEL CONTAC X2M.MURESCO;-8;1569,311
150409;7791911279618;PAPEL CONTAC X2M.MURESCO MAD.VETAS;13;2075,542
150410;7791911279724;PAPEL CONTAC X2M.MURESCO NEGRO;-8;1569,312
150411;7791911279731;PAPEL CONTAC X2M.MURESCO ROJO;31;1478,400
150412;7791911279809;PAPEL CONTAC X2M.PTL.AMAR.MURESCO;68;1478,400
150413;7791911479810;PAPEL CONTAC X2M.PTL.CEL.MURESCO;49;1478,400
150414;7791911279823;PAPEL CONTAC X2M.PTL.VDE.MURESCO;40;1478,400
150415;7791911579831;PAPEL CONTAC X2M.PTL.ROSA MURESCO;37;1478,400
150416;7791911279847;PAPEL CONTAC X2M.PTL.LILA MURESCO;33;1478,400
150417;7798153986748;FOLIO A4 X100 LIGGO ECOLOGICO;7;4743,396
150418;7798153986762;FOLIO OF.X100 LIGGO ECOLOGICO;13;5585,419
150419;7798153986731;FOLIO A4 X10 LIGGO ECOLOGICO;61;701,686
150420;7798153986755;FOLIO OF.X10 LIGGO ECOLOGICO;106;813,956
160001;;PAPEL ARAÐA COLOR 50X70CM.;5024;420,000
160002;;PAPEL DE REGALO FSIA METALIZADO C/U;-289;30,000
160003;;PAPEL P/FORRAR MAG PLIEGO CHICO;444;24,702
160004;;PAPEL DE REGALO MURESCO GRANDE;506;430,000
160005;;PAPEL MADERA X PLIEGO 50GRS.;828;57,500
160006;;PAPEL MANTECA X PLIEGO;-3865;350,000
160007;;PAPEL DE MOLDE X PLIEGO;-955;299,000
160008;;PAPEL CELOFAN TRANSP.;-2112;330,000
160009;;PAPEL AFICHE COLORES SURT.LISOS;-99347;300,000
160010;;PAPEL DE SEDA COLORES SURT.LISOS;-23899;107,640
160011;;CARTULINA OPALINA 190G.65X100;-5;695,139
160012;;PAPEL P/FORRAR SARAH KAY;-90;99,402
160013;;PAPEL P/FORRAR KEVINGSTON;-54;39,020
160014;;CARTON CORRUGADO #COLORES;3948;843,700
160015;;CARTON CORRUGADO KRAFT;276;557,700
160016;;PAPEL P/FORRAR MUAA;97;39,020
160017;;PAPEL CELOFAN COLORES SURT.;-7613;350,000
160018;;PAPEL FELPINA COLOR C/U;-2936;1050,000
160019;7796893000151;PAPEL METALIZADO 5MX40CM LUMA;434;2873,638
160020;;PAPEL METALIZADO COLORES SURT.;-14;1,800
160022;;PAPEL MADERA MISIONERO 130G.85X120;-158;218,500
160023;;PAPEL VEGETAL 70X100 92GRS IGLU;57;2116,832
160024;;PAPEL METALIZADO 5M X 60CM ROLLO;-42;8,320
160025;;PAPEL METALIZADO 5M X 60CM X METRO;-10;2,010
160026;;PAPEL P/FORRAR MURESCO PLASTIF.;-8316;759,738
160027;;PAPEL VEGETAL 70X100 150GRS.IGLU;462;3284,368
160028;;PAPEL FINLANDES 40GR.75X100;-398;434,096
160029;;PAPEL OBRA 80 GR. 74X110 AUTOR;-1268;246,675
160030;;CARTON CORRUGADO ROLLO 100X30MT;-5;6210,000
160031;;CARTON CORRUGADO X METRO 1.0MT;-2260;287,500
160032;;CARTON CORRUGADO ROLLO 120X30 MT;34;11350,000
160033;;CARTON CORRUGADO X METRO 1.20MT;-998;402,500
160034;;REP.ROTAFOLIO X20H.70X100 HEMAPEL;5;7070,064
160035;;CARTON CORRUGADO FANTASIA;109;260,000
160036;;PAPEL MADERA MISIONERO COLOR 125GR;0;1716,170
160037;;CARTON CORRUGADO ORO Y PLATA;112;1440,239
160038;;CARTON CORRUGADO KRAFT ESPECIAL;-67;230,000
160039;;PAPEL DE SEDA PERLADOS;3760;361,188
160041;;PASSEPARTOUT BLANCO 1.2MM 70X100;-3;584,957
160042;;PASSEPARTOUT COLOR;1;37,810
160043;;PASSEPARTOUT BATIK;-7;31,430
160044;;PAPEL DE SEDA FLUO;3978;254,121
160045;7793187008015;PAPEL ALUMINIO ROLLO 40X5M.;-1;11,972
160046;;PASSEPARTOUT IGLU 48X66 BLANCO;0;1718,997
160047;;PAPEL DE REGALO BOBINA 40CM.;5;32417,751
160048;;PAPEL DE REGALO BOBINA 60CM.;43;40311,634
160049;7795707273552;PAPEL P/FORRAR VALENTINA X2;-13;220,766
160050;7795707273217;PAPEL P/FORRAR DAKAR X2;0;220,766
160051;;PAPEL VEGETAL A3 90GR.X10H.IGLU;-56;2932,500
160052;;PAPEL VEGETAL A4 R&R 90GRS.X5H.;18;454,480
160053;7791911204412;PAPEL ARAÐA X2 AZUL MURESCO;-497;634,167
160054;7791911204429;PAPEL ARAÐA X2 VERDE MURESCO;-43;634,167
160055;7791911204436;PAPEL ARAÐA X2 ROJO MURESCO;-20;634,167
160056;7791911220993;PAPEL ARAÐA X2 CEL/ROSA/NARANJ/AMAR;-85;729,292
160057;7791911299012;PAPEL P/FORRAR LUNARES X2 AZUL MURE;-5;729,292
160058;7791911299029;PAPEL P/FORRAR LUNARES X2 VERDE MUR;0;729,292
160059;7791911299036;PAPEL P/FORRAR LUNARES X2 ROJO MURE;2;729,292
160061;;PAPEL P/FORRAR JUNOT;14;4,120
160062;;PASSEPARTOUT IGLU 48X66 CREMA;0;1718,997
160063;;CARTON CORRUGADO 0.70X30 MTS.;-2;1150,000
160066;;PAPEL VEGETAL AMARILLO 50X70 170GR.;19;1575,914
160067;;PAPEL VEGETAL CELESTE 50X70 170GR.;42;1575,914
160068;;PAPEL VEGETAL LILA 50X70 170GR.;13;1575,914
160069;;PAPEL VEGETAL ROSA 50X70 170GR.;36;1575,914
160070;;PAPEL VEGETAL VERDE C.50X70 170GR.;39;1575,914
160071;;PAPEL MADERA MISIONERO 220GRS.;-37;690,000
160072;;PAPEL DE REGALO REVERSIBLE;225;40,000
160073;;PAPEL VEGETAL 70X100 52GRS IGLU;649;1067,103
160074;;PAPEL VEGETAL 35X50 92GRS IGLU;-114;1094,747
160075;;PAPEL OBRA 80GR. 72X92;-31;437,905
160077;;PASSEPARTOUT BLANCO 70X100 HEMAPEL;-38;3136,000
160078;;PASSEPARTOUT COLOR 70X100 HEMAPEL;306;4312,000
160079;;PAPEL DE REGALO LEYSA;3282;846,447
160080;;PASSEPARTOUT BCO.70X100 GRUESO HEMA;-14;3360,126
160081;;PASSEPARTOUT COLOR 70X100 GRUESO HE;-3;3997,365
160082;;PAPEL P/FORRAR LUNARES;7905;390,723
160083;;PAPEL P/FORRAR APPIA;2287;390,000
160084;;PAPEL VEGETAL A3 90/95GR.SCHOELLER;536;1218,780
160085;;PAPEL VEGETAL 35X50 90/95GR.SCHOELL;166;761,049
160087;;PAPEL DE REGALO PERLADO U.GROUP;3069;650,000
160088;;PAPEL DE REGALO METALIZADO U.GROUP;11;650,000
160089;;PAPEL AFICHE BANDERA;40;170,000
160091;;PAPEL DE SEDA FANTASIA;10446;326,727
160092;;PAPEL AFICHE FANTASIA;12;170,000
160093;;PAPEL DE SEDA METALIZADO;601;361,188
160094;;PAPEL CELOFAN LUNARES;-26;160,000
160095;;PAPEL DE REGALO MENEGAZZO;278;30,000
160096;;PAPEL AUTOADHESIVO 50X65;55;150,920
160097;;PAPEL P/FORRAR PLANETA AZUL;3105;590,000
160098;;PAPEL DE REGALO FALMARK;354;512,219
160099;;PAPEL FILANDES 70X100 50GRS.ERIKA;-159;134,198
160100;;PAPEL VEGETAL 70X100 110GRS.SHOESCH;-92;2557,913
160101;;PAPEL DE REGALO VIOLETA;24;180,000
160102;;PAPEL DE REGALO MAG;1603;72,000
160103;7791911427002;PAPEL DE REGALO MURESCO X2MTRS.;262;1330,873
160104;;PAPEL P/FORRAR ADH.STRATEGO;-140;113,022
160105;;PAPEL P/FORRAR AUGRAF;892;176,176
160106;;PAPEL DE REGALO APPIA;3440;450,000
160107;;PASSEPARTOUT ERIK.BCO.N?298 70X100;33;1962,752
160108;;PASSEPARTOUT ERIK.BCO.N?187 70X100;-24;2230,400
160109;;PAPEL P/FORRAR PPR;602;214,500
160110;;PAPEL DE REGALO PUNTO CERO;66;121,203
160111;;PAPEL P/FORRAR PUNTO CERO;-125;126,837
160112;;PAPEL DE REGALO DOBLE FAZ U.GROUP;52;405,000
160113;;PAPEL DE REG.POLITRANSP.U.GROUP;1633;460,000
160114;;PAPEL KRAFT FANTASIA U.GROUP;119;285,000
160115;;PAPEL P/FORRAR PEQUE PACK;276;330,000
160116;;PAPEL MADERA X BOBINA;-5;609,500
160117;;PAPEL DE REGALO GARRIDO;660;240,000
160118;;PAPEL MADERA X PLIEGO 80GRS;2656;90,000
160119;;PASSEPARTOUT ERIK.BCO.N?298 35X50;-11;857,353
160120;;PASSEPARTOUT ERIK.BCO.N?187 50X70;2;1605,888
160121;;PAPEL P/FORRAR IND.SUD.;16;98,355
160122;;PAPEL VEGETAL A3 R&R 90GRS.X5H.;50;12000,000
160123;;PAPEL OBRA 90 GR. 74X110;71;76,333
160124;;PAPEL HECTOGRAFICO K-HECTOSET OF;292;545,294
160125;;PAPEL TATOO K-STANCIL;193;516,595
160126;;PAPEL DE REGALO MAZZEO;1520;32,000
160127;;PAPEL DE REGALO MURESCO ROLLO;46;716,625
160128;;REP.ROTAFOLIO X20H.65X95 OLAMI;3;7254,240
160129;;CARTON CORRUGADO GLITTER 50X70;372;691,524
160130;7791911154922;PAPEL DE REGALO X1M.INFANTIL;59;648,503
160131;;PASSEPARTOUT BLANCO 35X50 HEMAPEL;41;784,000
160132;;PASSEPARTOUT BLANCO 50X70 HEMAPEL;1;1568,000
160133;;PAPEL OBRA 80G.074X110 X250H.AUTOR;19;24090,918
160134;;PAPEL CELOFAN TRANSP.100X120 DULCE;-70;184,000
160135;;LAMINA P/PINTAR UNIESCO ZOO;5;560,000
160136;;LAMINA P/PINTAR UNIESCO VIAJES;-3;560,000
160137;;LAMINA P/PINTAR UNIESCO UNIVERSO;-2;560,000
160138;;LAMINA P/PINTAR UNIESCO UNICORNIO;-4;560,000
160139;;LAMINA P/PINTAR UNIESCO DINO;1;560,000
160140;;LAMINA P/PINTAR UNIESCO F.DEL MAR;1;560,000
160141;;LAMINA P/PINTAR UNIESCO STICKER PRI;-4;430,000
160142;;LAMINA P/PINTAR UNIESCO STICKER GRA;-2;430,000
160143;;LAMINA P/PINTAR UNIESCO STICKER KAW;0;430,000
160144;;PAPEL OBRA 80GRS.74X110;806;87,245
160145;;PAPEL MADERA MISIONERO 80GR.;-21;230,000
160146;;REP.ROTAFOLIO BLOCK X20H.GARRIDO;50;6111,840
160147;;PASSEPARTOUT ERIK.BCO.N?115 50X70;25;3023,296
160148;;PASSEPARTOUT ERIK.BCO.N?115 70X100;3;5730,726
160149;6521657913872;PAPEL DE REGALO COLOURS TEXTURADO;13;72,450
160150;;PAPEL AFICHE FLUO;914;450,000
160151;;PAPEL DE REGALO KRAFT MJ PRODUCTOS;19;200,000
160152;;PAPEL DE REGALO PEQUE PACK 70X100;-59;290,000
160153;;PAPEL CELOFAN X10TIRAS 90CM.;-3;2040,000
160154;;PAPEL DE REGALO PANAPACK 70X100;1095;420,000
170002;;ETIQ.ROTULO C/PLANCHA;-10259;160,000
170003;;ETIQ.ORION C/U;-32673;160,000
170008;;ETIQ.P/PREC.ROLLO P/MAQ.BCA.EZCO;741;459,899
170009;;ROTULO MAG X6;-2191;15,203
170013;;ETIQ.FELICIDADES PEGASOLA C/PL;-101;0,790
170014;;ETIQ.FELICIDADES PLANCHA X5;-97;1,050
170018;7795245451504;ETIQ.P/MAQ.LETRAT.WHITE PLAS X;-6;2848,793
170019;;ETIQ.ASTRONAUTA FRAGIL;-1136;0,530
170021;7896041910070;OJALILLO BIC CAJA X200U;0;900,343
170022;7896041910278;OJALILLO BIC CAJA X12 PAQUETES;-2;59,020
170023;7798031010640;PAPEL ADH.AVERY LETRAS/NUMEROS;-45;359,985
170028;7798139330114;ROTULO SARAH KAY X3 UNIDADES;-7;49,434
170029;7792564372824;ETIQ.HUSARES H37282 X25;0;757,061
170030;7792564372831;ETIQ.HUSARES H37283 X25;0;757,061
170031;7792564372022;ETIQ.HUSARES H37202 X25;0;757,061
170032;7792564372046;ETIQ.HUSARES H37204 X25;0;757,061
170033;7792564372060;ETIQ.HUSARES H37206 X25;0;757,061
170034;7792564372602;ETIQ.HUSARES H37260 X25;0;757,061
170035;7792564372084;ETIQ.HUSARES H37208 X25;0;757,061
170059;7792564372817;ETIQ.HUSARES H37281 X25;0;757,061
170060;7793665049110;ROTULO BEN 10 X6;-5;5,292
170062;7798030890175;ROTULO + HORARIO JUNOT;0;8,940
170063;7798117420103;ROTULO BOCA;-3;5,250
170064;;ETIQ.P/PREC.ROLLO P/MAQ.FLUO EZCO;2000;625,463
170065;7798124643311;ROTULO MUAA X12;-1;76,424
170069;7798031015430;ETIQ.PIMACO A4 25H.0045 70X25 4/3;-57;2482,087
170070;7798031015409;ETIQ.PIMACO A4 25H.0042 48.5X25.4 4;-48;2482,087
170071;7798031012507;ETIQ.PIMACO A4 25H.0054 CD;-21;2482,087
170072;7798031012453;ETIQ.ADH.A4 DOVER 25H.0048 297X210;7;3561,684
170073;7798119990635;ROTULO AVERY ESC.ROJO;-56;466,169
170074;7798119990628;ROTULO AVERY ESC.FUTBOL;-21;559,403
170075;7798119990611;ROTULO AVERY ESC.GOTHIC DOLL;-11;559,403
170076;7798119990604;ROTULO AVERY ESC.ROCK VIOLET;-7;559,403
170077;7798031010077;PAPEL ADH.AVERY ANIMALES 02000;0;359,985
170078;7798031010084;PAPEL ADH.AVERY DINASAURIOS 02001;-3;359,985
170079;7798031010091;PAPEL ADH.AVERY FIG.GEOMET.02002;-2;320,621
170080;;PAPEL ADH.AVERY ANIM. GRANJA 02004;0;320,621
170081;7798119990659;PAPEL ADH.AVERY ANIM.SELV/MAR.02005;0;320,621
170082;7798119990673;PAPEL ADH.AVERY ESPACIO/MED.TRANSP.;-1;320,621
170083;7798256803805;ROTULO HELLO KITTIES X4;-3;1,050
170084;7795248573098;ROTULO BOCA JUNIORS X4;-43;1,050
170085;7798121143104;ROTULO BEN 10 X4;0;1,050
170086;7795248577287;ROTULO BARBIE X4;0;1,050
170087;7798256805809;ROTULO HOOT WEELS X4;-1;1,050
170088;7795248520771;ROTULO PRINCESAS X4;0;1,050
170089;7795248573135;ROTULO POWER RANGER X4;-31;1,050
170090;7798121144804;ROTULO AUGRAF X3 ECONOMICO;277;40,040
170091;7795248573012;ROTULO WINNIE POOH X4;-566;1,050
170092;7798031012422;ETIQ.PIMACO A4 25H.0036 105X33;-21;2482,087
170093;9118862233359;ROTULO FANTASIA X4;-35;1,050
170094;7896041915297;ETIQ.PIMACO A4 0080 X10 TRANSP.;5;5599,021
170095;7896041915327;ETIQ.PIMACO A4 X10 0085 TRANSP.;0;5599,021
170096;7896041915563;ETIQ.PIMACO A4 X5 5580A;1;2106,625
170097;7896041915570;ETIQ.PIMACO A4 X5 5580M FLUO;2;2106,625
170098;7896041915655;ETIQ.PIMACO A4 X5 5585A FLUO;29;2106,625
170099;7896041915662;ETIQ.PIMACO A4 X5 5585M FLUO;29;2106,625
170100;7896041925593;ETIQ.PIMACO A4 X10 CD10G CAL.FOT.;0;4727,870
170101;7896041925692;ETIQ.PIMACO A4 X25 CD25B;-5;287,500
170102;7896041925159;ETIQ.PIMACO A4 X25 4248 17X31;0;4222,983
170103;7896041925166;ETIQ.PIMACO A4 X25 4249 15X26;0;4222,983
170104;7896041925050;ETIQ.PIMACO A4 X25 4250 55.8X99;1;4222,983
170105;7896041925142;ETIQ.PIMACO A4 X25 4251 21.2X38.2;0;4222,983
170106;7896041925111;ETIQ.PIMACO A4 X25 4254 25.4X99;1;4222,983
170107;7896041925128;ETIQ.PIMACO A4 X25 4255 31X63.5;0;4222,983
170108;7896041925135;ETIQ.PIMACO A4 X25 4256 25.4X63.5;0;4222,983
170109;7896041925081;ETIQ.PIMACO A4 X25 4262 33.9X99;1;4222,983
170110;7896041925074;ETIQ.PIMACO A4 X25 4263 38.1X99;0;4222,983
170111;7896041925012;ETIQ.PIMACO A4 X25 4267 288.5X200;0;4222,983
170112;7896041945034;ETIQ.PIMACO A5 X12 1837 18X37;3;1155,215
170113;7896041945010;ETIQ.PIMACO A5 X12 3272 32X90;3;1155,215
170114;7896041936292;ETIQ.PIMACO A5 X12 3465 34X65;2;1155,215
170115;7896041936476;ETIQ.PIMACO A5 X12 66115 66X115;2;1155,215
170116;7896041917017;ETIQ.PIMACO A4 X10 7070 P/FOTO;0;4222,983
170117;7896041917031;ETIQ.PIMACO A4 X10 7072 P/OBJETOS;1;4222,983
170118;7896041917048;ETIQ.PIMACO A4 X10 7073 P/PROY.PERS;0;4222,983
170119;7896041917055;ETIQ.PIMACO A4 X10 7074 CAL.FOT.;0;4222,983
170120;7896041926057;ETIQ.PIMACO A4 X10 7087 P/TARJETAS;3;4020,638
170121;7896041926019;ETIQ.PIMACO A4 X10 7088 P/TARJETAS;1;4020,638
170122;7896041959031;ROTULO PIMACO P/NENAS;8;624,546
170123;7896041959055;ROTULO PIMACO P/NENES;0;478,623
170124;7896041959062;ROTULO PIMACO ROJO;0;413,445
170125;7896041959086;ROTULO PIMACO AZUL;0;413,445
170126;7896041959147;OJALILLOS PIMACO COLOR;0;413,445
170127;7896041959154;OJALILLOS PIMACO TRANSPARENTES;0;519,481
170128;7896041959161;OJALILLOS PIMACO C/FORMAS;0;423,178
170129;7896041959482;ETIQ.PIMACO 23X37;0;413,445
170130;7896041959505;ETIQ.PIMACO 9X32;0;413,445
170131;7896041959512;ETIQ.PIMACO P/PRECIOS;0;624,546
170132;7798124644431;ROTULO WEST WORK KEVINGSTON;-272;295,980
170134;7798044034220;ETIQ.ORION A4 ADH.4101 X25H.210X297;238;6450,000
170135;;ETIQ.ORION A4 ADH.4103 X25H.210X148;0;6450,000
170136;7798153291620;ETIQ.ORION A4 ADH.4104 X25H.210X99;16;6450,000
170137;;ETIQ.ORION A4 ADH.4108 X25H.105X74;53;6450,000
170138;;ETIQ.ORION A4 ADH.X25H.105X41;0;6450,000
170139;;ETIQ.ORION A4 ADH.X25H.70X33;0;6450,000
170142;7798153291385;ETIQ.ORION OJALILLOS ORION;452;2370,000
170143;7798153291408;ETIQ.ORION ROTULO AZUL;164;2370,000
170144;7798153291415;ETIQ.ORION ROTULO ROJO;170;2370,000
170145;7798153291422;ETIQ.ORION ROTULO VERDE;138;2370,000
170146;;ETIQ.ORION ROTULO AMARILLO;47;2370,000
170147;7798153291095;ETIQ.ORION 2008 20X8MM.;331;2370,000
170148;7798153291088;ETIQ.ORION 1508 15X8MM;217;2370,000
170149;7798153291118;ETIQ.ORION 2216 22X16MM.;173;2370,000
170150;7798153291132;ETIQ.ORION 1919 19X19MM.;171;2370,000
